"","НазваПС","substance","lat","lon","valueType","value"
"3899","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","СимазинМкгДм3",49.166667,37.054414,"mean",0
"3900","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.166667,37.054414,"mean",0.028
"3901","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","СульфатІониМгДм3",49.166667,37.054414,"mean",335.157142857143
"3902","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","ФітопланктонТисКлітинДм3",49.166667,37.054414,"mean",11578.4166666667
"3903","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","ФосфатІониМгДм3",49.166667,37.054414,"mean",1.388
"3904","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","ХімічнеСпоживанняКиснюМгОДм3",49.166667,37.054414,"mean",19.2771428571429
"3905","р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас","ХлоридІониМгДм3",49.166667,37.054414,"mean",83.6314285714286
"3906","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","АмонійІониМгДм3",49.177003,36.926694,"mean",0.332285714285714
"3907","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","АтразинМкгДм3",49.177003,36.926694,"mean",0
"3908","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","БСК5МгОДм3",49.177003,36.926694,"mean",3.47647058823529
"3909","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","ЗависліРечовиниМгДм3",49.177003,36.926694,"mean",9.80285714285714
"3910","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","КисеньРозчиненийМгО2Дм3",49.177003,36.926694,"mean",9.10542857142857
"3911","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","НітратІониМгДм3",49.177003,36.926694,"mean",8.81542857142857
"3912","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","НітритІониМгДм3",49.177003,36.926694,"mean",0.0853714285714286
"3913","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","ПерманганатнаОкислюваністьМгОДм3",49.177003,36.926694,"mean",7.4025
"3914","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","СимазинМкгДм3",49.177003,36.926694,"mean",0
"3915","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.177003,36.926694,"mean",0.0247142857142857
"3916","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","СульфатІониМгДм3",49.177003,36.926694,"mean",302.359428571429
"3917","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","ФітопланктонТисКлітинДм3",49.177003,36.926694,"mean",8838.5
"3918","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","ФосфатІониМгДм3",49.177003,36.926694,"mean",1.52428571428571
"3919","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","ХімічнеСпоживанняКиснюМгОДм3",49.177003,36.926694,"mean",18.2628571428571
"3920","р. Сіверський Донець, 640 км, с.Петровське, вище каналу Дніпро-Донбас, міст ","ХлоридІониМгДм3",49.177003,36.926694,"mean",69.1828571428571
"3921","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","АмонійІониМгДм3",49.383333,36.883333,"mean",0.486907216494845
"3922","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","АтразинМкгДм3",49.383333,36.883333,"mean",0
"3923","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","БСК5МгОДм3",49.383333,36.883333,"mean",3.05237113402062
"3924","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","ЗависліРечовиниМгДм3",49.383333,36.883333,"mean",4.42061855670103
"3925","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","КисеньРозчиненийМгО2Дм3",49.383333,36.883333,"mean",7.51474226804124
"3926","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","НітратІониМгДм3",49.383333,36.883333,"mean",9.46463917525773
"3927","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","НітритІониМгДм3",49.383333,36.883333,"mean",0.121072164948454
"3928","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","ПерманганатнаОкислюваністьМгОДм3",49.383333,36.883333,"mean",6.74166666666667
"3929","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","СимазинМкгДм3",49.383333,36.883333,"mean",0
"3930","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.383333,36.883333,"mean",0.0210736842105263
"3931","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","СульфатІониМгДм3",49.383333,36.883333,"mean",204.065567010309
"3932","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","ФосфатІониМгДм3",49.383333,36.883333,"mean",2.16958762886598
"3933","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","ХімічнеСпоживанняКиснюМгОДм3",49.383333,36.883333,"mean",24.0051546391753
"3934","р. Сіверський Донець, 712 км, с.Червона Гусарівка, нижче м. Балаклея, в/з Балакліївської ЗС","ХлоридІониМгДм3",49.383333,36.883333,"mean",58.1779381443299
"3935","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","АмонійІониМгДм3",49.649106,36.34085,"mean",0.506701030927835
"3936","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","АтразинМкгДм3",49.649106,36.34085,"mean",0
"3937","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","БСК5МгОДм3",49.649106,36.34085,"mean",3.11092783505155
"3938","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","ЗависліРечовиниМгДм3",49.649106,36.34085,"mean",4.68556701030928
"3939","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","КисеньРозчиненийМгО2Дм3",49.649106,36.34085,"mean",7.40030927835052
"3940","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","НітратІониМгДм3",49.649106,36.34085,"mean",10.8710309278351
"3941","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","НітритІониМгДм3",49.649106,36.34085,"mean",0.235164948453608
"3942","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","ПерманганатнаОкислюваністьМгОДм3",49.649106,36.34085,"mean",6.63333333333333
"3943","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","СимазинМкгДм3",49.649106,36.34085,"mean",0
"3944","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.649106,36.34085,"mean",0.0212842105263158
"3945","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","СульфатІониМгДм3",49.649106,36.34085,"mean",192.081030927835
"3946","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","ФосфатІониМгДм3",49.649106,36.34085,"mean",2.08515463917526
"3947","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","ХімічнеСпоживанняКиснюМгОДм3",49.649106,36.34085,"mean",24.4020618556701
"3948","р. Сіверський Донець, 793 км, с.Зодонецьке, м.Зміїв,нижче  р.Мжа, міст","ХлоридІониМгДм3",49.649106,36.34085,"mean",57.6446391752577
"3949","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","АмонійІониМгДм3",49.784361,36.566667,"mean",0.9396
"3950","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","АтразинМкгДм3",49.784361,36.566667,"mean",0
"3951","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","БСК5МгОДм3",49.784361,36.566667,"mean",3.5843
"3952","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","ЗависліРечовиниМгДм3",49.784361,36.566667,"mean",5.767
"3953","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","КисеньРозчиненийМгО2Дм3",49.784361,36.566667,"mean",7.0897
"3954","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","НітратІониМгДм3",49.784361,36.566667,"mean",12.81136
"3955","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","НітритІониМгДм3",49.784361,36.566667,"mean",0.448252525252525
"3956","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","ПерманганатнаОкислюваністьМгОДм3",49.784361,36.566667,"mean",7.00714285714286
"3957","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","СимазинМкгДм3",49.784361,36.566667,"mean",0
"3958","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.784361,36.566667,"mean",0.0231938775510204
"3959","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","СульфатІониМгДм3",49.784361,36.566667,"mean",202.0484
"3960","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","ФосфатІониМгДм3",49.784361,36.566667,"mean",2.3983
"3961","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","ХімічнеСпоживанняКиснюМгОДм3",49.784361,36.566667,"mean",26.252
"3962","р. Сіверський Донець, 813 км, с.Есхар, нижче впадіння, р.Уди, гребля","ХлоридІониМгДм3",49.784361,36.566667,"mean",61.5644
"3963","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","АмонійІониМгДм3",49.866667,36.980119,"mean",0.303838383838384
"3964","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","АтразинМкгДм3",49.866667,36.980119,"mean",0
"3965","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","БСК5МгОДм3",49.866667,36.980119,"mean",2.36591836734694
"3966","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","ЗависліРечовиниМгДм3",49.866667,36.980119,"mean",4.78181818181818
"3967","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","КисеньРозчиненийМгО2Дм3",49.866667,36.980119,"mean",8.26291666666667
"3968","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","НітратІониМгДм3",49.866667,36.980119,"mean",1.19243434343434
"3969","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","НітритІониМгДм3",49.866667,36.980119,"mean",0.0352828282828283
"3970","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","ПерманганатнаОкислюваністьМгОДм3",49.866667,36.980119,"mean",5.56896551724138
"3971","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","СимазинМкгДм3",49.866667,36.980119,"mean",0
"3972","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.866667,36.980119,"mean",0.0179891304347826
"3973","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","СульфатІониМгДм3",49.866667,36.980119,"mean",126.699595959596
"3974","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","ФосфатІониМгДм3",49.866667,36.980119,"mean",0.584242424242424
"3975","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","ХімічнеСпоживанняКиснюМгОДм3",49.866667,36.980119,"mean",19.1863157894737
"3976","р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків","ХлоридІониМгДм3",49.866667,36.980119,"mean",36.6511111111111
"3977","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","АмонійІониМгДм3",50.305208,36.848158,"mean",0.397881818181818
"3978","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","АтразинМкгДм3",50.305208,36.848158,"mean",0
"3979","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","БСК5МгОДм3",50.305208,36.848158,"mean",2.588
"3980","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","ЗависліРечовиниМгДм3",50.305208,36.848158,"mean",4.85272727272727
"3981","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","КисеньРозчиненийМгО2Дм3",50.305208,36.848158,"mean",7.85472727272727
"3982","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","НітратІониМгДм3",50.305208,36.848158,"mean",4.00545454545455
"3983","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","НітритІониМгДм3",50.305208,36.848158,"mean",0.0924636363636364
"3984","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","ПерманганатнаОкислюваністьМгОДм3",50.305208,36.848158,"mean",5.26666666666667
"3985","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","СимазинМкгДм3",50.305208,36.848158,"mean",0
"3986","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","СинтетичніПоверхневоАктивніРечовиниМгДм3",50.305208,36.848158,"mean",0.0215909090909091
"3987","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","СульфатІониМгДм3",50.305208,36.848158,"mean",121.754454545455
"3988","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","ФосфатІониМгДм3",50.305208,36.848158,"mean",0.997181818181818
"3989","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","ХімічнеСпоживанняКиснюМгОДм3",50.305208,36.848158,"mean",20.1727272727273
"3990","р. Сіверський Донець, 944 км, с. Огурцове, кордон з  Росією, міст","ХлоридІониМгДм3",50.305208,36.848158,"mean",36.0398181818182
"3991","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","АмонійІониМгДм3",49.1458,24.512728,"mean",0.504615384615385
"3992","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","БСК5МгОДм3",49.1458,24.512728,"mean",7.85897435897436
"3993","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","ЗависліРечовиниМгДм3",49.1458,24.512728,"mean",27.9230769230769
"3994","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","КисеньРозчиненийМгО2Дм3",49.1458,24.512728,"mean",9.74615384615385
"3995","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","НітратІониМгДм3",49.1458,24.512728,"mean",5.27179487179487
"3996","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","НітритІониМгДм3",49.1458,24.512728,"mean",0.0759230769230769
"3997","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.1458,24.512728,"mean",0.0392051282051282
"3998","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","СульфатІониМгДм3",49.1458,24.512728,"mean",141.487179487179
"3999","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","ФосфатІониМгДм3",49.1458,24.512728,"mean",0.116384615384615
"4000","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","ХімічнеСпоживанняКиснюМгОДм3",49.1458,24.512728,"mean",18.4615384615385
"4001","р. Сівка, 11 км, смт. Войнилів, вплив стоків Калуського пром вузла, лів. берег, 80 м вище мосту по дорозі Калуш-Бурштин","ХлоридІониМгДм3",49.1458,24.512728,"mean",347.846153846154
"4002","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","АмонійІониМгДм3",49.188342,24.541503,"mean",0.48675
"4003","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","БСК5МгОДм3",49.188342,24.541503,"mean",2.71
"4004","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","ЗависліРечовиниМгДм3",49.188342,24.541503,"mean",25.6
"4005","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","КисеньРозчиненийМгО2Дм3",49.188342,24.541503,"mean",9.91
"4006","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","НітратІониМгДм3",49.188342,24.541503,"mean",5.60825
"4007","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","НітритІониМгДм3",49.188342,24.541503,"mean",0.07365
"4008","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","СинтетичніПоверхневоАктивніРечовиниМгДм3",49.188342,24.541503,"mean",0.049675
"4009","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","СульфатІониМгДм3",49.188342,24.541503,"mean",153.55
"4010","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","ФосфатІониМгДм3",49.188342,24.541503,"mean",0.121725
"4011","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","ХімічнеСпоживанняКиснюМгОДм3",49.188342,24.541503,"mean",18.4925
"4012","р. Сівка, 2 км, с. Сівка-Войнилівська, гирло, вплив стоків Калуського пром. вузла, 40 м нижче мосту по дорозі Галич - Залуква - Войнилів","ХлоридІониМгДм3",49.188342,24.541503,"mean",333.625
"4013","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","АзотЗагальнийМгДм3",48.01423,25.96489,"mean",0.725066666666667
"4014","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","АмонійІониМгДм3",48.01423,25.96489,"mean",0.102207792207792
"4015","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","БСК5МгОДм3",48.01423,25.96489,"mean",1.61337662337662
"4016","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","ЗависліРечовиниМгДм3",48.01423,25.96489,"mean",17.0641558441558
"4017","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","КисеньРозчиненийМгО2Дм3",48.01423,25.96489,"mean",10.6538961038961
"4018","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","НітратІониМгДм3",48.01423,25.96489,"mean",2.72454545454545
"4019","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","НітритІониМгДм3",48.01423,25.96489,"mean",0.0414935064935065
"4020","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","ПерманганатнаОкислюваністьМгОДм3",48.01423,25.96489,"mean",2.58
"4021","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","СульфатІониМгДм3",48.01423,25.96489,"mean",41.848961038961
"4022","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","ФосфатІониМгДм3",48.01423,25.96489,"mean",0.0317922077922078
"4023","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","ХімічнеСпоживанняКиснюМгОДм3",48.01423,25.96489,"mean",7.91961038961039
"4024","р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією","ХлоридІониМгДм3",48.01423,25.96489,"mean",18.1672727272727
"4025","р. Сірет, 448 км, м. Сторожинець, в/з","АзотЗагальнийМгДм3",48.15054,25.71462,"mean",0.93
"4026","р. Сірет, 448 км, м. Сторожинець, в/з","АмонійІониМгДм3",48.15054,25.71462,"mean",0.256076923076923
"4027","р. Сірет, 448 км, м. Сторожинець, в/з","БСК5МгОДм3",48.15054,25.71462,"mean",1.66230769230769
"4028","р. Сірет, 448 км, м. Сторожинець, в/з","ЗависліРечовиниМгДм3",48.15054,25.71462,"mean",18.5769230769231
"4029","р. Сірет, 448 км, м. Сторожинець, в/з","КисеньРозчиненийМгО2Дм3",48.15054,25.71462,"mean",10.7107692307692
"4030","р. Сірет, 448 км, м. Сторожинець, в/з","НітратІониМгДм3",48.15054,25.71462,"mean",3.12692307692308
"4031","р. Сірет, 448 км, м. Сторожинець, в/з","НітритІониМгДм3",48.15054,25.71462,"mean",0.0645
"4032","р. Сірет, 448 км, м. Сторожинець, в/з","ПерманганатнаОкислюваністьМгОДм3",48.15054,25.71462,"mean",2.62153846153846
"4033","р. Сірет, 448 км, м. Сторожинець, в/з","СульфатІониМгДм3",48.15054,25.71462,"mean",38
"4034","р. Сірет, 448 км, м. Сторожинець, в/з","ФосфатІониМгДм3",48.15054,25.71462,"mean",0.0513384615384615
"4035","р. Сірет, 448 км, м. Сторожинець, в/з","ХімічнеСпоживанняКиснюМгОДм3",48.15054,25.71462,"mean",8.0612
"4036","р. Сірет, 448 км, м. Сторожинець, в/з","ХлоридІониМгДм3",48.15054,25.71462,"mean",16.7403846153846
"4037","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","АмонійІониМгДм3",50.800106,27.201139,"mean",0.295944444444444
"4038","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","БСК5МгОДм3",50.800106,27.201139,"mean",2.96527777777778
"4039","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","ЗависліРечовиниМгДм3",50.800106,27.201139,"mean",9.88166666666667
"4040","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","КисеньРозчиненийМгО2Дм3",50.800106,27.201139,"mean",8.11972222222222
"4041","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","НітратІониМгДм3",50.800106,27.201139,"mean",2.76813888888889
"4042","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","НітритІониМгДм3",50.800106,27.201139,"mean",0.0810555555555556
"4043","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","ПерманганатнаОкислюваністьМгОДм3",50.800106,27.201139,"mean",8.42
"4044","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","СинтетичніПоверхневоАктивніРечовиниМгДм3",50.800106,27.201139,"mean",0.019
"4045","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","СульфатІониМгДм3",50.800106,27.201139,"mean",69.5413888888889
"4046","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","ФосфатІониМгДм3",50.800106,27.201139,"mean",0.136427777777778
"4047","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","ХімічнеСпоживанняКиснюМгОДм3",50.800106,27.201139,"mean",23.6022222222222
"4048","р. Случ, 155 км, с. Устя, кордон Рівненської і Житомирської обл-й","ХлоридІониМгДм3",50.800106,27.201139,"mean",25.6155555555556
"4049","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","АмонійІониМгДм3",50.574561,27.650556,"mean",0.37755905511811
"4050","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","БСК5МгОДм3",50.574561,27.650556,"mean",3.04173228346457
"4051","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","ЗависліРечовиниМгДм3",50.574561,27.650556,"mean",5.95354330708661
"4052","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","КисеньРозчиненийМгО2Дм3",50.574561,27.650556,"mean",10.679842519685
"4053","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","НітратІониМгДм3",50.574561,27.650556,"mean",2.9002380952381
"4054","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","НітритІониМгДм3",50.574561,27.650556,"mean",0.038251968503937
"4055","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","ПерманганатнаОкислюваністьМгОДм3",50.574561,27.650556,"mean",11.5409448818898
"4056","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","СинтетичніПоверхневоАктивніРечовиниМгДм3",50.574561,27.650556,"mean",0.00146456692913386
"4057","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","СульфатІониМгДм3",50.574561,27.650556,"mean",48.0472440944882
"4058","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","ФосфатІониМгДм3",50.574561,27.650556,"mean",0.0961904761904762
"4059","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","ХімічнеСпоживанняКиснюМгОДм3",50.574561,27.650556,"mean",30.3970078740157
"4060","р. Случ, 203 км, м. Новоград-Волинський, питний в/з","ХлоридІониМгДм3",50.574561,27.650556,"mean",29.8740157480315
"4061","р. Случ, 4 км, с.Колки","АмонійІониМгДм3",51.597286,26.640075,"mean",0.3552
"4062","р. Случ, 4 км, с.Колки","БСК5МгОДм3",51.597286,26.640075,"mean",3.50228571428571
"4063","р. Случ, 4 км, с.Колки","ЗависліРечовиниМгДм3",51.597286,26.640075,"mean",9.80571428571429
"4064","р. Случ, 4 км, с.Колки","КисеньРозчиненийМгО2Дм3",51.597286,26.640075,"mean",8.40685714285714
"4065","р. Случ, 4 км, с.Колки","НітратІониМгДм3",51.597286,26.640075,"mean",2.04757142857143
"4066","р. Случ, 4 км, с.Колки","НітритІониМгДм3",51.597286,26.640075,"mean",0.0482285714285714
